wavelength,excitation,dichroic,emission
527.6,7.83E-07,0.68594,0.00056864
527.8,6.32E-07,0.71127,0.00056812
528,4.55E-07,0.73602,0.0008751
528.2,3.19E-07,0.76191,0.00154
528.4,2.72E-07,0.78633,0.0038
528.6,3.69E-07,0.80932,0.01357
528.8,2.77E-07,0.83018,0.06764
529,1.85E-07,0.84856,0.27337
529.2,1.51E-07,0.86769,0.63828
529.4,1.88E-07,0.88219,0.81604
529.6,2.35E-07,0.89624,0.89523
529.8,2.18E-07,0.90878,0.95033
530,4.05E-07,0.92015,0.95531
530.2,3.16E-07,0.92802,0.93935
530.4,2.36E-07,0.93354,0.93498
530.6,3.07E-07,0.93863,0.94566
530.8,4.79E-07,0.94272,0.95858
531,1.99E-07,0.94522,0.96453
531.2,2.20E-07,0.95049,0.96441
531.4,2.58E-07,0.95323,0.96328
531.6,2.71E-07,0.95361,0.96785
531.8,2.46E-07,0.95554,0.97461
532,1.63E-07,0.95686,0.97824
532.2,1.08E-07,0.95859,0.9759
532.4,1.88E-07,0.96135,0.96667
532.6,2.98E-07,0.96146,0.95312
532.8,2.53E-07,0.96292,0.93921
533,2.15E-07,0.96391,0.93053
533.2,2.31E-07,0.96629,0.93038
533.4,2.59E-07,0.96818,0.93806
533.6,2.63E-07,0.96935,0.95035
533.8,2.17E-07,0.97153,0.96373
534,2.30E-07,0.97099,0.97361
534.2,2.58E-07,0.9714,0.97924
534.4,2.64E-07,0.97105,0.97963
534.6,2.19E-07,0.97355,0.97702
534.8,1.81E-07,0.97531,0.97335
535,2.40E-07,0.97752,0.97051
535.2,2.97E-07,0.97692,0.96962
535.4,2.52E-07,0.97634,0.97156
535.6,2.14E-07,0.97534,0.9738
535.8,2.28E-07,0.97452,0.97698
536,2.55E-07,0.97541,0.97969
536.2,2.24E-07,0.9727,0.97979
536.4,1.15E-07,0.972,0.98092
536.6,1.14E-07,0.97315,0.97998
536.8,1.27E-07,0.97245,0.97962
537,1.41E-07,0.9742,0.98065
537.2,1.55E-07,0.9741,0.98121
537.4,1.69E-07,0.97624,0.98272
537.6,1.39E-07,0.97575,0.98257
537.8,1.08E-07,0.97509,0.9822
538,1.00E-07,0.97685,0.98086
538.2,1.61E-07,0.97702,0.97881
538.4,3.89E-07,0.97576,0.97578
538.6,2.82E-07,0.97561,0.97384
538.8,4.12E-07,0.97525,0.97304
539,2.73E-07,0.97565,0.97331
539.2,2.33E-07,0.97702,0.97511
539.4,1.05E-07,0.9775,0.97824
539.6,1.26E-07,0.97659,0.98212
539.8,1.15E-07,0.97709,0.98534
540,1.52E-07,0.97656,0.98721
540.2,2.84E-07,0.97804,0.98813
540.4,1.60E-07,0.97696,0.98773
540.6,1.14E-07,0.97746,0.98653
540.8,1.42E-07,0.97696,0.98397
541,2.58E-07,0.97729,0.98267
541.2,2.05E-07,0.97736,0.9819
541.4,2.02E-07,0.97661,0.98052
541.6,1.56E-07,0.97669,0.98158
541.8,1.78E-07,0.97725,0.98211
542,1.02E-07,0.97715,0.98307
542.2,1.70E-07,0.97707,0.98346
542.4,2.95E-07,0.97821,0.98345
542.6,4.21E-07,0.979,0.98262
542.8,4.39E-07,0.97869,0.98182
543,3.42E-07,0.97935,0.9792
543.2,2.86E-07,0.97983,0.97919
543.4,2.38E-07,0.97838,0.97997
543.6,2.31E-07,0.97793,0.98007
543.8,2.32E-07,0.97821,0.98121
544,1.70E-07,0.97631,0.9809
544.2,1.52E-07,0.97656,0.97926
544.4,2.77E-07,0.9744,0.97817
544.6,1.07E-07,0.97512,0.97669
544.8,2.79E-07,0.97572,0.97556
545,2.75E-07,0.97572,0.9755
545.2,2.20E-07,0.97529,0.9761
545.4,1.30E-07,0.97321,0.97865
545.6,2.14E-07,0.97446,0.98178
545.8,1.59E-07,0.97449,0.98489
546,1.00E-07,0.9733,0.988
546.2,1.16E-07,0.97299,0.98988
546.4,2.59E-07,0.97467,0.98933
546.6,1.65E-07,0.97579,0.98807
546.8,1.63E-07,0.97509,0.98444
547,1.44E-07,0.97445,0.9812
547.2,1.16E-07,0.97439,0.97796
547.4,1.04E-07,0.97398,0.97527
547.6,1.17E-07,0.97353,0.97413
547.8,1.32E-07,0.97235,0.97461
548,1.02E-07,0.97345,0.9767
548.2,2.51E-07,0.97325,0.97844
548.4,1.72E-07,0.97147,0.97964
548.6,1.00E-07,0.97097,0.98032
548.8,1.05E-07,0.97085,0.97934
549,1.33E-07,0.97108,0.97781
549.2,1.82E-07,0.96923,0.97527
549.4,1.11E-07,0.97015,0.97303
549.6,1.34E-07,0.97009,0.97193
549.8,1.34E-07,0.96894,0.9722
550,1.83E-07,0.9698,0.97398
550.2,1.37E-07,0.96946,0.97707
550.4,1.00E-07,0.97122,0.98017
550.6,1.00E-07,0.97239,0.98195
550.8,1.04E-07,0.97312,0.98385
551,1.17E-07,0.97401,0.98394
551.2,1.32E-07,0.97241,0.98278
551.4,1.22E-07,0.97256,0.98116
551.6,1.08E-07,0.97285,0.98039
551.8,1.11E-07,0.97174,0.98115
552,1.35E-07,0.97236,0.98268
552.2,1.28E-07,0.97024,0.98493
552.4,1.01E-07,0.9688,0.98643
552.6,1.00E-07,0.96544,0.98841
552.8,1.73E-07,0.96533,0.98828
553,1.91E-07,0.96318,0.98779
553.2,1.00E-07,0.96123,0.9857
553.4,1.00E-07,0.95969,0.98461
553.6,2.38E-07,0.95743,0.98337
553.8,2.70E-07,0.95686,0.98022
554,1.12E-07,0.95754,0.97643
554.2,1.96E-07,0.95607,0.9709
554.4,1.19E-07,0.95601,0.96623
554.6,1.94E-07,0.95469,0.96401
554.8,5.07E-07,0.95269,0.96611
555,2.11E-07,0.95038,0.9653
555.2,2.03E-07,0.94672,0.95786
555.4,2.99E-07,0.94053,0.94666
555.6,2.47E-07,0.93221,0.94784
555.8,1.00E-07,0.92176,0.89846
556,3.62E-07,0.91209,0.91677
556.2,2.10E-07,0.89945,0.64274
556.4,1.12E-07,0.88416,0.25755
556.6,1.61E-07,0.8671,0.06987
556.8,3.88E-07,0.84668,0.02046
557,1.42E-07,0.82567,0.00744
557.2,1.53E-07,0.80406,0.00256
557.4,1.70E-07,0.78101,0.00066884
557.6,1.70E-07,0.75561,0.00028738
557.8,1.59E-07,0.72837,0.00012541
558,1.28E-07,0.70114,5.99E-05
558.2,1.04E-07,0.67039,3.07E-05
558.4,1.00E-07,0.63882,1.64E-05
558.6,2.13E-07,0.60961,9.01E-06
558.8,2.29E-07,0.57923,5.06E-06
559,1.75E-07,0.54941,2.95E-06
559.2,1.50E-07,0.52138,1.79E-06
559.4,2.61E-07,0.49447,1.19E-06
559.6,2.68E-07,0.47064,7.98E-07
559.8,1.65E-07,0.44655,5.75E-07
560,3.89E-07,0.42601,4.42E-07
560.2,3.36E-07,0.40764,3.83E-07
560.4,3.34E-07,0.39074,3.32E-07
560.6,4.33E-07,0.37686,2.54E-07
560.8,5.78E-07,0.36458,1.88E-07
561,6.67E-07,0.35373,1.56E-07
561.2,7.65E-07,0.34286,1.82E-07
561.4,1.00E-06,0.33198,1.53E-07
561.6,1.24E-06,0.32085,1.19E-07
561.8,1.42E-06,0.30857,1.04E-07
562,1.96E-06,0.29489,1.18E-07
562.2,2.57E-06,0.27938,1.34E-07
562.4,3.78E-06,0.26227,1.79E-07
562.6,5.44E-06,0.24424,2.16E-07
562.8,7.72E-06,0.22516,1.83E-07
563,1.11E-05,0.20494,1.55E-07
563.2,1.62E-05,0.18449,1.37E-07
563.4,2.38E-05,0.16296,1.23E-07
563.6,5.10E-05,0.14262,1.23E-07
563.8,7.25E-05,0.12348,1.65E-07
564,0.00010621,0.1058,1.53E-07
564.2,0.00015816,0.09019,1.27E-07
564.4,0.00025746,0.07661,1.10E-07
564.6,0.00043315,0.06484,1.05E-07
564.8,0.00104,0.05496,1.01E-07
565,0.00357,0.04694,1.06E-07
565.2,0.00503,0.04012,1.10E-07
565.4,0.00779,0.03459,1.06E-07
565.6,0.01402,0.03019,1.01E-07
565.8,0.02916,0.02662,1.03E-07
566,0.06985,0.02365,1.07E-07
566.2,0.18891,0.0212,1.10E-07
566.4,0.58791,0.01918,1.10E-07
566.6,0.89543,0.01749,1.07E-07
566.8,0.94988,0.01608,1.03E-07
567,0.90367,0.01486,1.01E-07
567.2,0.8857,0.01385,1.04E-07
567.4,0.90039,0.01304,1.08E-07
567.6,0.93136,0.01238,1.04E-07
567.8,0.95985,0.0118,1.00E-07
568,0.97547,0.01127,1.00E-07
568.2,0.97905,0.01085,1.00E-07
568.4,0.97496,0.01054,1.15E-07
568.6,0.9711,0.01029,1.37E-07
568.8,0.97127,0.01005,1.45E-07
569,0.97027,0.0099,1.07E-07
569.2,0.96977,0.00979,1.00E-07
569.4,0.97001,0.00969,1.00E-07
569.6,0.96708,0.00973,1.00E-07
569.8,0.96701,0.00979,1.00E-07
570,0.963,0.00987,1.00E-07
570.2,0.95803,0.01001,1.00E-07
570.4,0.95628,0.01022,1.00E-07
570.6,0.95606,0.01046,1.00E-07
570.8,0.9572,0.01076,1.00E-07
571,0.96099,0.01117,1.00E-07
571.2,0.96482,0.01164,1.00E-07
571.4,0.96938,0.01228,1.00E-07
571.6,0.9735,0.01298,1.00E-07
571.8,0.97634,0.01385,1.00E-07
572,0.9801,0.01481,1.00E-07
572.2,0.97852,0.01592,1.00E-07
572.4,0.9773,0.01715,1.00E-07
572.6,0.97689,0.01857,1.13E-07
572.8,0.97375,0.02013,1.31E-07
573,0.97673,0.02173,1.53E-07
573.2,0.97375,0.02333,1.78E-07
573.4,0.97358,0.02482,2.08E-07
573.6,0.97627,0.02637,2.42E-07
573.8,0.97699,0.02772,2.82E-07
574,0.98079,0.02882,3.24E-07
574.2,0.98086,0.02969,3.24E-07
574.4,0.98253,0.0303,3.25E-07
574.6,0.98563,0.03065,3.25E-07
574.8,0.9878,0.03059,3.25E-07
575,0.98637,0.03027,3.26E-07
575.2,0.98759,0.0297,3.26E-07
575.4,0.98822,0.0289,3.26E-07
575.6,0.98624,0.02782,3.27E-07
575.8,0.98631,0.02648,3.27E-07
576,0.98844,0.02513,3.27E-07
576.2,0.98997,0.0236,3.28E-07
576.4,0.98981,0.02202,3.28E-07
576.6,0.99186,0.02044,3.29E-07
576.8,0.99012,0.01896,3.29E-07
577,0.99156,0.01759,3.29E-07
577.2,0.98956,0.01641,3.30E-07
577.4,0.98975,0.01535,3.30E-07
577.6,0.98605,0.01438,3.30E-07
577.8,0.98073,0.01356,3.31E-07
578,0.97586,0.01292,3.32E-07
578.2,0.97178,0.01234,3.33E-07
578.4,0.96941,0.01192,3.34E-07
578.6,0.96643,0.01152,3.35E-07
578.8,0.96369,0.01129,3.36E-07
579,0.96579,0.01108,3.37E-07
579.2,0.96887,0.01092,3.38E-07
579.4,0.96872,0.01086,3.39E-07
579.6,0.97184,0.01085,3.40E-07
579.8,0.97439,0.01091,3.41E-07
580,0.97837,0.01098,3.42E-07
580.2,0.97974,0.01115,3.43E-07
580.4,0.98393,0.01142,3.44E-07
580.6,0.98285,0.01173,3.45E-07
580.8,0.98302,0.01208,3.46E-07
581,0.98311,0.01254,3.47E-07
581.2,0.98091,0.01304,3.49E-07
581.4,0.98126,0.01363,3.50E-07
581.6,0.97815,0.01439,3.51E-07
581.8,0.97693,0.01531,2.99E-07
582,0.97836,0.01625,2.54E-07
582.2,0.97768,0.01743,2.16E-07
582.4,0.97944,0.01871,1.84E-07
582.6,0.9852,0.02021,1.56E-07
582.8,0.98367,0.02194,1.33E-07
583,0.98538,0.02378,1.13E-07
583.2,0.98797,0.02584,1.00E-07
583.4,0.98923,0.02807,1.00E-07
583.6,0.98832,0.03034,1.00E-07
583.8,0.98854,0.03281,1.00E-07
584,0.98416,0.03525,1.00E-07
584.2,0.98125,0.03763,1.00E-07
584.4,0.97856,0.04011,1.00E-07
584.6,0.9751,0.04261,1.00E-07
584.8,0.97383,0.04466,1.00E-07
585,0.9716,0.04657,1.00E-07
585.2,0.97254,0.04832,1.00E-07
585.4,0.97412,0.04966,1.00E-07
585.6,0.97334,0.05083,1.03E-07
585.8,0.97664,0.05158,1.05E-07
586,0.97935,0.05185,1.02E-07
586.2,0.98071,0.05218,1.00E-07
586.4,0.97884,0.0521,1.00E-07
586.6,0.98192,0.05167,1.00E-07
586.8,0.98248,0.05111,1.05E-07
587,0.97867,0.05045,1.24E-07
587.2,0.97832,0.04952,1.19E-07
587.4,0.97814,0.04865,1.08E-07
587.6,0.97578,0.04767,1.00E-07
587.8,0.97745,0.04697,1.00E-07
588,0.97721,0.04628,1.00E-07
588.2,0.97755,0.04567,1.19E-07
588.4,0.97693,0.04535,1.35E-07
588.6,0.97665,0.04507,1.18E-07
588.8,0.97373,0.04502,1.03E-07
589,0.97202,0.04523,1.00E-07
589.2,0.96969,0.04576,1.00E-07
589.4,0.96048,0.04639,1.01E-07
589.6,0.95938,0.04744,1.05E-07
589.8,0.95802,0.04872,1.04E-07
590,0.96007,0.05039,1.02E-07
590.2,0.96131,0.05229,1.00E-07
590.4,0.96388,0.05427,1.00E-07
590.6,0.96655,0.05694,1.00E-07
590.8,0.96786,0.06002,1.00E-07
591,0.96868,0.06355,1.00E-07
591.2,0.95902,0.06726,1.00E-07
591.4,0.93741,0.07182,1.00E-07
591.6,0.86305,0.07699,1.00E-07
591.8,0.69636,0.08309,1.00E-07
592,0.4622,0.08961,1.03E-07
592.2,0.25645,0.09673,1.16E-07
592.4,0.12784,0.10469,1.12E-07
592.6,0.07242,0.11329,1.05E-07
592.8,0.03439,0.12284,1.05E-07
593,0.01698,0.13366,1.25E-07
593.2,0.00874,0.14504,1.48E-07
593.4,0.00467,0.15746,1.82E-07
593.6,0.00262,0.17061,1.98E-07
593.8,0.00157,0.18427,1.50E-07
594,0.00093991,0.19869,1.14E-07
594.2,0.00057098,0.21419,1.46E-07
594.4,0.00034498,0.22915,2.19E-07
594.6,0.00021809,0.24497,2.97E-07
594.8,0.00014337,0.26102,2.97E-07
595,9.29E-05,0.27788,4.09E-07
595.2,6.35E-05,0.29552,6.14E-07
595.4,4.30E-05,0.31127,9.00E-07
595.6,2.89E-05,0.32868,1.24E-06
595.8,1.98E-05,0.34692,1.72E-06
596,1.40E-05,0.36502,2.51E-06
596.2,9.87E-06,0.38406,3.82E-06
596.4,6.93E-06,0.40329,6.13E-06
596.6,5.05E-06,0.42481,9.84E-06
596.8,3.93E-06,0.44802,1.63E-05
597,3.07E-06,0.47252,2.71E-05
597.2,2.49E-06,0.49978,4.82E-05
597.4,2.04E-06,0.52811,9.33E-05
597.6,1.65E-06,0.55724,0.00016539
597.8,1.31E-06,0.58901,0.00029304
598,1.16E-06,0.62213,0.000543
598.2,1.05E-06,0.6558,0.0011
598.4,9.06E-07,0.69112,0.00235
598.6,7.14E-07,0.72289,0.00585
598.8,5.62E-07,0.75331,0.01428
599,5.40E-07,0.78399,0.03695
599.2,4.99E-07,0.81193,0.10506
599.4,3.97E-07,0.84004,0.29015
599.6,3.16E-07,0.86374,0.56477
599.8,2.93E-07,0.8835,0.72195
600,2.81E-07,0.89942,0.73276
600.2,2.80E-07,0.91258,0.75458
600.4,3.03E-07,0.92163,0.79395
600.6,3.29E-07,0.92972,0.85486
600.8,3.58E-07,0.93701,0.91605
601,3.62E-07,0.93983,0.95748
601.2,3.20E-07,0.94113,0.97364
601.4,2.82E-07,0.94458,0.97444
601.6,1.60E-07,0.94792,0.96774
601.8,1.22E-07,0.94943,0.96234
602,1.98E-07,0.94863,0.96013
602.2,3.21E-07,0.94692,0.9608
602.4,2.28E-07,0.94628,0.96125
602.6,1.39E-07,0.94747,0.96156
602.8,1.00E-07,0.94913,0.9608
603,1.00E-07,0.95169,0.95931
603.2,1.38E-07,0.95481,0.95817
603.4,2.06E-07,0.95705,0.95855
603.6,2.42E-07,0.9583,0.96
603.8,1.62E-07,0.95911,0.96403
604,1.08E-07,0.96127,0.96887
604.2,1.00E-07,0.96304,0.9741
604.4,1.12E-07,0.9633,0.97899
604.6,1.67E-07,0.96373,0.9824
604.8,2.47E-07,0.96364,0.98461
605,1.95E-07,0.96382,0.98442
605.2,1.32E-07,0.96462,0.98284
605.4,1.00E-07,0.96496,0.98048
605.6,1.00E-07,0.96508,0.97749
605.8,1.48E-07,0.96343,0.97516
606,2.41E-07,0.96375,0.9732
606.2,2.92E-07,0.96596,0.97283
606.4,1.81E-07,0.96665,0.97285
606.6,1.12E-07,0.96522,0.97423
606.8,3.09E-07,0.96362,0.97566
607,2.90E-07,0.96523,0.97687
607.2,1.59E-07,0.96466,0.97765
607.4,1.00E-07,0.96629,0.97737
607.6,1.00E-07,0.96703,0.97699
607.8,1.00E-07,0.96756,0.97497
608,2.12E-07,0.96653,0.97346
608.2,1.63E-07,0.96989,0.97317
608.4,3.37E-07,0.97088,0.97225
608.6,1.08E-07,0.97165,0.97231
608.8,1.00E-07,0.97273,0.97338
609,1.73E-07,0.97303,0.97529
609.2,2.48E-07,0.97491,0.97795
609.4,1.22E-07,0.97489,0.98066
609.6,1.00E-07,0.97647,0.98385
609.8,1.00E-07,0.97919,0.98682
610,1.00E-07,0.97945,0.98918
610.2,1.00E-07,0.97921,0.99005
610.4,1.00E-07,0.98053,0.99023
610.6,1.00E-07,0.9809,0.98914
610.8,1.00E-07,0.98098,0.98763
611,1.00E-07,0.98138,0.98445
611.2,1.01E-07,0.98181,0.98249
611.4,1.08E-07,0.98108,0.9797
611.6,1.33E-07,0.98074,0.97692
611.8,1.64E-07,0.98181,0.97594
612,1.28E-07,0.98144,0.97469
612.2,1.12E-07,0.98146,0.97441
612.4,1.22E-07,0.98024,0.97535
612.6,1.18E-07,0.98001,0.97695
612.8,1.02E-07,0.97964,0.97917
613,1.00E-07,0.98144,0.98197
613.2,1.00E-07,0.98206,0.98402
613.4,1.00E-07,0.97955,0.9865
613.6,1.00E-07,0.97796,0.98824
613.8,1.00E-07,0.98018,0.98978
614,1.00E-07,0.97942,0.99024
614.2,1.00E-07,0.97883,0.99031
614.4,1.00E-07,0.97971,0.98969
614.6,1.00E-07,0.9774,0.98848
614.8,1.00E-07,0.9771,0.98706
615,1.00E-07,0.97892,0.98533
615.2,1.00E-07,0.97905,0.98437
615.4,1.00E-07,0.98064,0.98296
615.6,1.00E-07,0.98281,0.98226
615.8,1.00E-07,0.98152,0.98215
616,1.00E-07,0.98085,0.98237
616.2,1.00E-07,0.98011,0.98301
616.4,1.00E-07,0.97965,0.98463
616.6,1.00E-07,0.98071,0.98573
616.8,1.00E-07,0.98148,0.98752
617,1.00E-07,0.97973,0.98866
617.2,1.00E-07,0.97868,0.98971
617.4,1.00E-07,0.97785,0.99051
617.6,1.00E-07,0.97758,0.99077
617.8,1.00E-07,0.97608,0.99036
618,1.00E-07,0.9756,0.98961
618.2,1.00E-07,0.97518,0.98828
618.4,1.00E-07,0.97452,0.9864
618.6,1.00E-07,0.97188,0.98452
618.8,1.00E-07,0.96969,0.98232
619,1.00E-07,0.96861,0.9808
619.2,1.00E-07,0.97021,0.97899
619.4,1.00E-07,0.96925,0.97792
619.6,1.00E-07,0.96832,0.97701
619.8,1.00E-07,0.96766,0.97673
620,1.00E-07,0.96617,0.97723
620.2,1.00E-07,0.96658,0.97799
620.4,1.00E-07,0.96697,0.97924
620.6,1.00E-07,0.96638,0.9807
620.8,1.00E-07,0.96585,0.98206
621,1.00E-07,0.96583,0.9838
621.2,1.00E-07,0.96759,0.98502
621.4,1.00E-07,0.96836,0.98599
621.6,1.00E-07,0.97087,0.98625
621.8,1.00E-07,0.97083,0.98651
622,1.00E-07,0.96877,0.98558
622.2,1.00E-07,0.96779,0.98495
622.4,1.00E-07,0.96907,0.98371
622.6,1.00E-07,0.97132,0.98197
622.8,1.00E-07,0.9723,0.98002
623,1.00E-07,0.97135,0.97806
623.2,1.00E-07,0.97336,0.9767
623.4,1.00E-07,0.97191,0.97481
623.6,1.00E-07,0.97027,0.97317
623.8,1.00E-07,0.97109,0.97226
624,1.00E-07,0.97213,0.97239
624.2,1.00E-07,0.97011,0.97257
624.4,1.00E-07,0.97082,0.97323
624.6,1.00E-07,0.97105,0.97429
624.8,1.00E-07,0.97258,0.97545
625,1.00E-07,0.97453,0.97757
625.2,1.00E-07,0.97353,0.97933
625.4,1.00E-07,0.97435,0.98126
625.6,1.00E-07,0.97378,0.98305
625.8,1.00E-07,0.97347,0.98509
626,1.00E-07,0.97167,0.98625
626.2,1.00E-07,0.9709,0.98754
626.4,1.00E-07,0.96873,0.98858
626.6,1.00E-07,0.96851,0.98906
626.8,1.00E-07,0.96648,0.98922
627,1.00E-07,0.9673,0.98914
627.2,1.00E-07,0.96795,0.98833
627.4,1.00E-07,0.96743,0.98819
627.6,1.00E-07,0.96676,0.98778
627.8,1.00E-07,0.96828,0.98714
628,1.00E-07,0.96806,0.98671
628.2,1.00E-07,0.96756,0.98638
628.4,1.00E-07,0.96694,0.98629
628.6,1.00E-07,0.96801,0.98619
628.8,1.00E-07,0.96988,0.98625
629,1.00E-07,0.97166,0.98646
629.2,1.00E-07,0.97098,0.98661
629.4,1.00E-07,0.97111,0.987
629.6,1.00E-07,0.97285,0.98684
629.8,1.00E-07,0.97598,0.98723
630,1.00E-07,0.97584,0.98749
630.2,1.00E-07,0.97565,0.98687
630.4,1.00E-07,0.97695,0.98644
630.6,1.00E-07,0.9773,0.98585
630.8,1.00E-07,0.97816,0.98457
631,1.00E-07,0.97815,0.98408
631.2,1.00E-07,0.9795,0.98317
631.4,1.00E-07,0.98042,0.98171
631.6,1.00E-07,0.98237,0.98095
631.8,1.00E-07,0.98442,0.98003
632,1.00E-07,0.98506,0.97889
632.2,1.00E-07,0.98336,0.97857
632.4,1.00E-07,0.98214,0.97862
632.6,1.00E-07,0.9823,0.97847
632.8,1.00E-07,0.98278,0.97945
633,1.00E-07,0.98302,0.98008
633.2,1.00E-07,0.98256,0.98149
633.4,1.00E-07,0.98326,0.98259
633.6,1.00E-07,0.98361,0.98404
633.8,1.00E-07,0.98358,0.98558
634,1.00E-07,0.98484,0.98757
634.2,1.00E-07,0.9855,0.98878
634.4,1.00E-07,0.98602,0.99025
634.6,1.00E-07,0.98567,0.99089
634.8,1.00E-07,0.9833,0.99174
635,1.00E-07,0.98265,0.99242
635.2,1.00E-07,0.98413,0.99237
635.4,1.00E-07,0.984,0.99209
635.6,1.00E-07,0.98537,0.99098
635.8,1.00E-07,0.98464,0.99021
636,1.00E-07,0.98383,0.98842
636.2,1.00E-07,0.98269,0.98687
636.4,1.00E-07,0.98198,0.986
636.6,1.00E-07,0.98309,0.98448
636.8,1.00E-07,0.98182,0.98334
637,1.00E-07,0.97865,0.98222
637.2,1.00E-07,0.97821,0.98148
637.4,1.00E-07,0.97887,0.98086
637.6,1.00E-07,0.98003,0.98064
637.8,1.00E-07,0.97996,0.98093
638,1.00E-07,0.97683,0.98148
638.2,1.00E-07,0.97525,0.98224
638.4,1.00E-07,0.97559,0.98302
638.6,1.00E-07,0.97396,0.98405
638.8,1.00E-07,0.97305,0.98551
639,1.00E-07,0.97242,0.98663
639.2,1.00E-07,0.97169,0.98753
639.4,1.00E-07,0.97157,0.98885
639.6,1.00E-07,0.96787,0.98932
639.8,1.00E-07,0.96721,0.98979
640,1.00E-07,0.96455,0.98983
640.2,1.00E-07,0.96318,0.9898
640.4,1.00E-07,0.96313,0.98915
640.6,1.00E-07,0.96266,0.9884
640.8,1.00E-07,0.96237,0.98755
641,1.00E-07,0.95986,0.98665
641.2,1.00E-07,0.95932,0.9857
641.4,1.00E-07,0.95761,0.98457
641.6,1.00E-07,0.95913,0.98347
641.8,1.00E-07,0.95723,0.9826
642,1.00E-07,0.95782,0.98185
642.2,1.00E-07,0.95689,0.9817
642.4,1.00E-07,0.95593,0.98123
642.6,1.00E-07,0.95852,0.98167
642.8,1.00E-07,0.9587,0.98201
643,1.00E-07,0.95939,0.98269
643.2,1.00E-07,0.95914,0.98331
643.4,1.00E-07,0.9599,0.98464
643.6,1.00E-07,0.96008,0.98616
643.8,1.00E-07,0.962,0.98754
644,1.00E-07,0.96349,0.9887
644.2,1.00E-07,0.96284,0.98957
644.4,1.00E-07,0.96368,0.99074
644.6,1.00E-07,0.96601,0.99142
644.8,1.00E-07,0.96626,0.99182
645,1.00E-07,0.96694,0.99186
645.2,1.00E-07,0.96678,0.99207
645.4,1.00E-07,0.96823,0.99187
645.6,1.00E-07,0.96907,0.99097
645.8,1.00E-07,0.9707,0.99056
646,1.00E-07,0.97174,0.98948
646.2,1.00E-07,0.97143,0.98857
646.4,1.00E-07,0.9731,0.98738
646.6,1.00E-07,0.97171,0.98619
646.8,1.00E-07,0.97253,0.98557
647,1.00E-07,0.9714,0.98438
647.2,1.00E-07,0.97042,0.98378
647.4,1.00E-07,0.97176,0.98368
647.6,1.00E-07,0.97296,0.98399
647.8,1.00E-07,0.97476,0.98408
648,1.00E-07,0.97638,0.98484
648.2,1.00E-07,0.97666,0.9855
648.4,1.00E-07,0.97598,0.98661
648.6,1.00E-07,0.97583,0.9876
648.8,1.00E-07,0.97535,0.98896
649,1.00E-07,0.97671,0.99012
649.2,1.00E-07,0.9768,0.9916
649.4,1.00E-07,0.97701,0.99261
649.6,1.00E-07,0.97755,0.99331
649.8,1.00E-07,0.9777,0.99376
650,1.00E-07,0.97923,0.99385
650.2,1.00E-07,0.9766,0.99362
650.4,1.00E-07,0.97618,0.99355
650.6,1.00E-07,0.97711,0.99293
650.8,1.00E-07,0.97783,0.99187
651,1.00E-07,0.97828,0.99071
651.2,1.00E-07,0.97897,0.98872
651.4,1.00E-07,0.97738,0.98782
651.6,1.00E-07,0.97598,0.98625
651.8,1.00E-07,0.97642,0.98459
652,1.00E-07,0.9768,0.98357
652.2,1.00E-07,0.97599,0.98209
652.4,1.00E-07,0.97472,0.98118
652.6,1.00E-07,0.97518,0.9806
652.8,1.00E-07,0.97455,0.98001
653,1.00E-07,0.97237,0.97964
653.2,1.00E-07,0.97283,0.98032
653.4,1.00E-07,0.97442,0.98074
653.6,1.00E-07,0.97425,0.98168
653.8,1.00E-07,0.97278,0.98299
654,1.00E-07,0.97413,0.98393
654.2,1.00E-07,0.97605,0.98537
654.4,1.00E-07,0.97577,0.98675
654.6,1.00E-07,0.97586,0.98845
654.8,1.00E-07,0.978,0.98989
655,1.00E-07,0.97717,0.99106
655.2,1.00E-07,0.97541,0.99222
655.4,1.00E-07,0.97651,0.99307
655.6,1.00E-07,0.97739,0.99358
655.8,1.00E-07,0.97852,0.99395
656,1.00E-07,0.97884,0.9942
656.2,1.00E-07,0.97836,0.99415
656.4,1.00E-07,0.97837,0.99332
656.6,1.00E-07,0.97973,0.99233
656.8,1.00E-07,0.98072,0.99183
657,1.00E-07,0.98081,0.99124
657.2,1.00E-07,0.98212,0.99019
657.4,1.00E-07,0.98151,0.98914
657.6,1.00E-07,0.98062,0.98819
657.8,1.00E-07,0.98115,0.98763
658,1.00E-07,0.98404,0.98703
658.2,1.00E-07,0.98308,0.98675
658.4,1.00E-07,0.9859,0.98624
658.6,1.00E-07,0.98772,0.98647
658.8,1.00E-07,0.98911,0.98673
659,1.00E-07,0.99073,0.98688
659.2,1.00E-07,0.99109,0.9873
659.4,1.00E-07,0.99198,0.98805
659.6,1.00E-07,0.99029,0.98872
659.8,1.00E-07,0.99086,0.98948
660,1.00E-07,0.98961,0.99098
660.2,1.00E-07,0.98828,0.99129
660.4,1.00E-07,0.98896,0.99239
660.6,1.00E-07,0.99054,0.99271
660.8,1.00E-07,0.99118,0.99295
661,1.00E-07,0.99183,0.99312
661.2,1.00E-07,0.9938,0.99343
661.4,1.00E-07,0.99293,0.99294
661.6,1.00E-07,0.99214,0.993
661.8,1.00E-07,0.99089,0.99243
662,1.00E-07,0.98956,0.99182
662.2,1.00E-07,0.98935,0.99148
